SlNo,Station,Agency,State LGD Code,State,District LGD Code,District,Tehsil,Block,Village,River,Basin,Tributary,Subtributary,SubSubtributary,Local River,Latitude,Longitude,Data Acquisition Time,Air Temperature Telemetry Hourly (ºC)
5610,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 15:00,25.8
5611,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 16:00,24.8
5612,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 17:00,23.2
5613,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 18:00,20.1
5614,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 19:00,18.6
5615,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 20:00,17.6
5616,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 21:00,16.3
5617,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 22:00,15.9
5618,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,05-01-2026 23:00,15.2
5619,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 00:00,14.8
5620,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 01:00,13.9
5621,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 02:00,12.7
5622,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 03:00,11.8
5623,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 04:00,11.3
5624,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 05:00,10.8
5625,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 06:00,10.8
5626,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 07:00,10.6
5627,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 08:00,13
5628,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 09:00,16.2
5629,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 10:00,19.3
5630,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 11:00,21.9
5631,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 12:00,23.4
5632,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 13:00,25.1
5633,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 14:00,26.4
5634,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 15:00,25.5
5635,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 16:00,24.1
5636,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 17:00,22.6
5637,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 18:00,18.6
5638,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 19:00,17.2
5639,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 20:00,16.5
5640,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 21:00,15.8
5641,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 22:00,15.2
5642,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,06-01-2026 23:00,14.8
5643,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 00:00,14.2
5644,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 01:00,14.3
5645,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 04:00,11.6
5646,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 05:00,11
5647,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 06:00,10.8
5648,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 07:00,10.4
5649,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 08:00,13.2
5650,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 09:00,17
5651,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 10:00,20.3
5652,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 11:00,23.2
5653,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 12:00,24.3
5654,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 13:00,25.5
5655,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 14:00,26.4
5656,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 15:00,26.4
5657,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 16:00,25.5
5658,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 17:00,23.8
5659,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 18:00,20
5660,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 19:00,18.4
5661,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 20:00,17.5
5662,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 21:00,17.3
5663,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 22:00,16.1
5664,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,07-01-2026 23:00,16
5665,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 00:00,15.3
5666,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 01:00,15.5
5667,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 02:00,14.9
5668,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 03:00,14.9
5669,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 04:00,14.6
5670,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 05:00,13.3
5671,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 06:00,13.1
5672,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 07:00,12.7
5673,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 08:00,15.1
5674,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 09:00,17.9
5675,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 10:00,21.3
5676,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 11:00,23.1
5677,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 12:00,24.8
5678,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 13:00,25.5
5679,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 14:00,26.4
5680,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 15:00,26
5681,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 16:00,24.9
5682,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 17:00,23.6
5683,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 18:00,19.8
5684,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 19:00,18.2
5685,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 20:00,17.3
5686,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 21:00,16.7
5687,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 22:00,15.9
5688,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,08-01-2026 23:00,15.8
5689,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 00:00,15
5690,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 01:00,14.1
5691,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 02:00,13.7
5692,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 03:00,14.1
5693,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 04:00,13.5
5694,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 05:00,13.1
5695,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 06:00,11.4
5696,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 07:00,11.1
5697,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 08:00,14.1
5698,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 09:00,17.4
5699,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 10:00,22.1
5700,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,09-01-2026 11:00,24.2
5701,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 00:00,15.9
5702,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 01:00,15.6
5703,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 02:00,15.5
5704,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 03:00,15
5705,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 04:00,14.7
5706,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 05:00,14.1
5707,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 06:00,13.4
5708,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 07:00,12.1
5709,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 08:00,15
5710,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 09:00,18.5
5711,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 10:00,22.3
5712,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 11:00,25
5713,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 12:00,26
5714,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 13:00,26.5
5715,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 14:00,26.8
5716,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 15:00,26.6
5717,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 16:00,25.5
5718,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 17:00,24.3
5719,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 18:00,20.4
5720,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 19:00,18.7
5721,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 20:00,17.9
5722,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 21:00,17.6
5723,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 22:00,17
5724,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,11-01-2026 23:00,16.1
5725,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 00:00,16
5726,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 01:00,14.8
5727,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 02:00,14
5728,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 03:00,13.4
5729,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 04:00,14.4
5730,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 05:00,14
5731,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 06:00,13.6
5732,Seonath_Singdai,Chhattisgarh SW,22,Chhattisgarh,382,KAWARDHA,Rajnandgaon,-,-,Mahanadi,Mahanadi,Seonath,-,-,Seonath,21.05388889,81.04805556,12-01-2026 07:00,13.6
